SWIS Code
10000
10100
10300
11800
12000
12200
12400
12401
12600
12601
12603
12800
12801
13000
13001
13200
13400
13401
13600
13800
20000
22000
22001
22200
22400
22600
22601
22800
22801
23000
23001
23200
23201
23400
23600
23800
23801
23803
24000
24001
24200
24400
24600
24800
24801
25000
25001
25200
25400
25600
25800
25801
26000
26200
26400
26600
26800
27000
27001
27200
27400
27600
30000
30200
32000
32200
32400
32600
32800
33000
33001
33200
33400
33600
33601
33800
34000
34200
34201
34400
34401
34600
34601
34603
34800
35000
35001
40000
41200
41600
42000
42001
42200
42400
42401
42600
42800
42801
43000
43001
43200
43400
43600
43601
43800
44000
44001
44200
44400
44600
44800
45000
45200
45400
45401
45600
45800
46000
46200
46400
46401
46600
46800
47000
47001
47200
47201
47400
47401
47600
47601
47800
48000
48200
48400
48401
50000
50100
52000
52001
52200
52201
52400
52401
52403
52600
52800
53000
53200
53400
53401
53600
53800
53801
54000
54200
54201
54400
54600
54800
55000
55200
55400
55401
55600
55601
55800
56000
56200
56400
60000
60300
60800
62000
62200
62201
62400
62600
62601
62800
62801
63000
63001
63200
63400
63600
63601
63800
63801
63803
64000
64200
64400
64600
64601
64603
64800
64801
65000
65200
65400
65600
65800
65801
66000
66001
66200
66400
66600
66601
66800
66801
67000
67200
67201
70000
70400
72000
72001
72200
72400
72600
72800
73000
73001
73200
73400
73401
73600
73800
73801
74000
74001
80000
81100
82000
82001
82200
82201
82400
82600
82800
83000
83001
83200
83400
83600
83800
83801
84000
84200
84400
84600
84601
84800
85000
85200
85400
85600
85601
85603
85800
86000
86001
90000
91300
92000
92200
92201
92400
92600
92800
92801
92803
93000
93200
93400
93401
93600
93800
93801
94000
94200
94400
94600
100000
100600
102000
102200
102400
102600
102601
102800
102801
103000
103200
103400
103600
103800
104000
104200
104400
104401
104403
104600
104800
105000
105200
105400
110000
110200
112000
112200
112201
112203
112400
112600
112800
113000
113200
113400
113401
113600
113800
114000
114200
114400
114600
114800
120000
122000
122001
122200
122400
122600
122800
122801
123000
123200
123201
123400
123600
123601
123800
123801
124000
124200
124400
124600
124601
124603
124800
125000
125001
125200
125201
125400
125600
125601
130000
130200
131300
132000
132200
132400
132600
132800
133000
133001
133200
133400
133600
133800
133801
134000
134001
134200
134400
134600
134601
134800
134801
134803
135000
135001
135200
135400
135600
135800
135801
140000
140200
140900
141600
142000
142001
142200
142201
142400
142401
142600
142800
142801
143000
143001
143003
143200
143400
143600

143800
143801
144000
144200
144400
144401
144600
144800
144801
144803
145000
145200
145203
145400
145600
145601
145800
145801
146000
146001
146200
146400
146401
146600
146800
150000
152000
152200
152400
